,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
17866,18719,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24510,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17867,18720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24509,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17868,18721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24507,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17869,18722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24506,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17870,18723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,1,,,,0,,,,,,,,,,,,,creation auto import otaries 24526,,,,,,,24,,,,,,,,,,,,,,,,,Cocaïne,,,,
17871,18724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24442,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17872,18725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24434,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17873,18726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24427,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17874,18727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24422,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17875,18730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24421,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17876,18731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24420,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17877,18732,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,65,,Blanche,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24417,,,,,,,6,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17878,18734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24359,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17879,18735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24875,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17880,18736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24182,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17881,18737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24166,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17882,18738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24139,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17883,18739,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,62,,Blanche,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24111,,,,,,,6,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17884,18740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24063,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17885,18741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24071,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17886,18742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24069,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17887,18743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24072,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17888,18744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24075,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17889,18745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,creation auto import otaries 24051,,,,,,,20,,,,,,,,,,,,,,,,,Cocaïne,,,,
17890,18747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,creation auto import otaries 23920,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17891,18748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23922,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17892,18749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23921,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17893,18750,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,67,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23877,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17894,18751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23876,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17895,18752,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23875,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17896,18753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23874,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17897,18754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23873,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17898,18755,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23872,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17899,18756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23869,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17900,18757,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,50,,Blanche,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23818,,,,,,,9,,,,,0,,,,,,,,,,,,Cocaïne,,,,
17901,18758,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23815,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17902,18759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23837,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17903,18760,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23783,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17904,18761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23782,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17905,18762,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,52,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23779,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17906,18763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23778,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17907,18764,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,56,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23674,,,,,,,15,,,,,,,,,,,,,,,,,Cocaïne,,,,
17908,18765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23672,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17909,18766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23671,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17910,18767,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,58,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23670,,,,,,,8,,,,,,,,,,,,,,,,,Cocaïne,,,,
17911,18769,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,83,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23601,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17912,18770,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,24,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23556,,,,,,,,,,0,,,,,,,,,,,,,,Cocaïne,,,,
17913,18771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,creation auto import otaries 23538,,,,,,,36,,,,,,,,,,,,,,,,,Cocaïne,,,,
17914,18772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23833,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17915,18774,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,63,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23485,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17916,18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23484,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17917,18776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23453,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17918,18777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23447,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17919,18778,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,48,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,,,,,,,,,,creation auto import otaries 23639,,,,,,,20,,,,,,,,,,,,,,,,,Cocaïne,,,,
17920,18779,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,48,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,,,,,,,,,,creation auto import otaries 23639,,,,,,,20,,,,,,,,,,,,,,,,,Cocaïne,,,,
17921,18780,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23418,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17922,18781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23412,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17923,18782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23384,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17924,18783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23383,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17925,18784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23382,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17926,18785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23381,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17927,18786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23406,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17928,18787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23376,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17929,18788,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,creation auto import otaries 23331,,,,,,,16,,,,,,,,,,,,,,,,,Cocaïne,,,,
17930,18790,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23318,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17931,18791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23313,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17932,18792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23312,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17933,18793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23311,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17934,18794,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,83,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23310,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17935,18795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23309,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17936,18796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23308,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17937,18797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23307,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17938,18798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23342,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17939,18799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23480,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17940,18800,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23446,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17941,18801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23221,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17942,18802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23405,,,,,,,0,,,,,,,,,,,,,,,,,Cocaïne,,,,
17943,18803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,creation auto import otaries 23404,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17944,18804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,creation auto import otaries 23403,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17945,18805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23402,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17946,18806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23401,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17947,18808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23142,,,,,,,97,,,,,,,,,,,,,,,,,Cocaïne,,,,
17948,18809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,,,,,,,,,,creation auto import otaries 23164,,,,,,,31,,,,,,,,,,,,,,,,,Cocaïne,,,,
17949,18810,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23242,,,,,,,2,,,,,,,,,,,,,,,,,Cocaïne,,,,
17950,18811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 23239,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17951,18812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23300,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17952,18813,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,21,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,3,,,,,,,,,,,,,,,,,creation auto import otaries 23132,,,,,,,48,,,,,,,,,,,,,,,,,Cocaïne,,,,
17953,18814,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23161,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17954,18815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23157,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17955,18816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23156,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
17956,18817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23155,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
