id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,abime,amphetamine,cafeine,couleur,couleur_exterieur,couleur_interieur,diametre,epaisseur,forme,hauteur,largeur,lidocaine,logo,masse,methamphetamine,nom_de_logo,numero_echantillon,ovule,phenacetine,secabilite_recto,secabilite_verso,type_drogue,visqueux
2719,28.1,,Non,,0,,Orange,Orange,,4.91,Rectangulaire / Carré,7.18,12.24,,Oui,392,,munition - 9 mm,C42,,,Aucune,Demi,Amphétamine et dérivés,
2720,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C3,,,Aucune,Demi,Amphétamine et dérivés,
2721,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C8,,,Aucune,Demi,Amphétamine et dérivés,
2722,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C10,,,Aucune,Demi,Amphétamine et dérivés,
2723,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C12,,,Aucune,Demi,Amphétamine et dérivés,
2724,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C18,,,Aucune,Demi,Amphétamine et dérivés,
2725,37.5,,Non,,,,Rouge,Rouge,,4.94,Rectangulaire / Carré,7.11,12.14,,Oui,421,,munition - 9 mm,C36,,,Aucune,Demi,Amphétamine et dérivés,
2728,39.6,,Non,,,,Bleue,Bleue,,4.84,Rectangulaire / Carré,7.1,12.13,,Oui,408,,munition - 9 mm,C4,,,Aucune,Demi,Amphétamine et dérivés,
2729,39.6,,Non,,,,Bleue,Bleue,,4.84,Rectangulaire / Carré,7.1,12.13,,Oui,408,,munition - 9 mm,C33,,,Aucune,Demi,Amphétamine et dérivés,
2730,39.6,,Non,,,,Bleue,Bleue,,4.84,Rectangulaire / Carré,7.1,12.13,,Oui,408,,munition - 9 mm,C41,,,Aucune,Demi,Amphétamine et dérivés,
2734,36.5,,Non,,0,,Bleue,Bleue,,4.72,Rectangulaire / Carré,7.16,12.2,,Oui,404,,munition - 9 mm,C29,,,Aucune,Demi,Amphétamine et dérivés,
2735,36.5,,Non,,0,,Bleue,Bleue,,4.72,Rectangulaire / Carré,7.16,12.2,,Oui,404,,munition - 9 mm,C40,,,Aucune,Demi,Amphétamine et dérivés,
2736,16.6,,Non,,,,Vert,Vert,,5.01,Rectangulaire / Carré,7.12,12.16,,Oui,410,,munition - 9 mm,C6,,,Aucune,Demi,Amphétamine et dérivés,
2737,16.6,,Non,,,,Vert,Vert,,5.01,Rectangulaire / Carré,7.12,12.16,,Oui,410,,munition - 9 mm,C13,,,Aucune,Demi,Amphétamine et dérivés,
2738,16.6,,Non,,,,Vert,Vert,,5.01,Rectangulaire / Carré,7.12,12.16,,Oui,410,,munition - 9 mm,C15,,,Aucune,Demi,Amphétamine et dérivés,
2739,16.6,,Non,,,,Vert,Vert,,5.01,Rectangulaire / Carré,7.12,12.16,,Oui,410,,munition - 9 mm,C20,,,Aucune,Demi,Amphétamine et dérivés,
2740,26.5,,Non,,,,Vert,Vert,,5.07,Rectangulaire / Carré,7.11,12.14,,Oui,417,,munition - 9 mm,C7,,,Aucune,Demi,Amphétamine et dérivés,
2741,26.5,,Non,,,,Vert,Vert,,5.07,Rectangulaire / Carré,7.11,12.14,,Oui,417,,munition - 9 mm,C23,,,Aucune,Demi,Amphétamine et dérivés,
2742,26.5,,Non,,,,Vert,Vert,,5.07,Rectangulaire / Carré,7.11,12.14,,Oui,417,,munition - 9 mm,C26,,,Aucune,Demi,Amphétamine et dérivés,
2743,56.4,,Non,,,,Grise,Grise,,4.28,Rectangulaire / Carré,12.13,8.11,,Oui,502,,RR - rolls royce,C32-1,,,Aucune,Aucune,Amphétamine et dérivés,
2744,56.4,,Non,,,,Grise,Grise,,4.28,Rectangulaire / Carré,12.13,8.11,,Oui,502,,RR - rolls royce,C32-2,,,Aucune,Aucune,Amphétamine et dérivés,
2745,56.5,,Non,,,,Rose,Rose,,4.55,Rectangulaire / Carré,8.15,12.17,,Oui,489,,durex,34-1,,,Aucune,Demi,Amphétamine et dérivés,
2746,56.5,,Non,,,,Rose,Rose,,4.55,Rectangulaire / Carré,8.15,12.17,,Oui,489,,durex,34-2,,,Aucune,Demi,Amphétamine et dérivés,
2756,,,Non,7,25,,Violet,Violet,,4.9,Polygonale,10,9,,Oui,437,,tête de mort,20_066689,,,Aucune,Aucune,Amphétamine et dérivés,
2757,,,Non,7,25,,Violet,Violet,,4.9,Polygonale,10,9,,Oui,437,,tête de mort,20_066690,,,Aucune,Aucune,Amphétamine et dérivés,
2758,,,Non,7,25,,Violet,Violet,,4.9,Polygonale,10,9,,Oui,437,,tête de mort,20_066691,,,Aucune,Aucune,Amphétamine et dérivés,
2763,57,,Non,,,,Rose,,,4.9,Autre,7,13,,Non,343.8,,,Comprimé 1,,,Aucune,Aucune,Amphétamine et dérivés,
2764,57,,Non,,,,Rose,,,4.9,Autre,7,13,,Non,343.8,,,Comprimé 2,,,Aucune,Aucune,Amphétamine et dérivés,
2765,57,,Non,,,,Rose,,,4.9,Autre,7,13,,Non,343.8,,,Comprimé 3,,,Aucune,Aucune,Amphétamine et dérivés,
2766,57,,Non,,,,Rose,,,4.9,Autre,7,13,,Non,343.8,,,Comprimé 4,,,Aucune,Aucune,Amphétamine et dérivés,
2767,57,,Non,,,,Rose,,,4.9,Autre,7,13,,Non,343.8,,,Comprimé 5,,,Aucune,Aucune,Amphétamine et dérivés,
2878,58,,Oui,,,,Jaune,Jaune,,,Polygonale,,,,Non,,,,20_066431b,,,Aucune,Aucune,Amphétamine et dérivés,
2879,58,,Oui,,,,Jaune,Jaune,,,Polygonale,,,,Non,,,,20_066432b,,,Aucune,Aucune,Amphétamine et dérivés,
2900,28.9,,Non,,,,Bleue,,,5.9,Autre,15.16,10.23,,Oui,646,,MYBRAND,1800,,,Aucune,Demi,Amphétamine et dérivés,
2901,28.9,,Non,,,,Bleue,,,5.9,Autre,15.16,10.23,,Oui,646,,MYBRAND,1801,,,Aucune,Demi,Amphétamine et dérivés,
2902,28.9,,Non,,,,Bleue,,,5.9,Autre,15.16,10.23,,Oui,646,,MYBRAND,1802,,,Aucune,Demi,Amphétamine et dérivés,
2986,,,,21.5,72,Blanc Cassé,,,,,,,,,Non,,,,2-5,0,,,,Amphétamine et dérivés,
3039,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,J11,,,Aucune,Aucune,Amphétamine et dérivés,
3040,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,D16-1,,,Aucune,Aucune,Amphétamine et dérivés,
3041,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,D16-2,,,Aucune,Aucune,Amphétamine et dérivés,
3042,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,D16-4,,,Aucune,Aucune,Amphétamine et dérivés,
3043,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,VL8-1,,,Aucune,Aucune,Amphétamine et dérivés,
3044,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,VL8-2,,,Aucune,Aucune,Amphétamine et dérivés,
3045,25,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,474,,SAW,VL8-3,,,Aucune,Aucune,Amphétamine et dérivés,
3046,24,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,485,,SAW,D16-3,,,Aucune,Aucune,Amphétamine et dérivés,
3047,24,,Non,,0,,Vert,,,6.17,Autre,11.17,9.12,,Oui,485,,SAW,D16-5,,,Aucune,Aucune,Amphétamine et dérivés,
3051,29,,Non,,,,Bleue,,10.11,5.32,Circulaire,,,,Oui,489,,bluetooth,1,,,Aucune,Demi,Amphétamine et dérivés,
3052,88,,,,,Translucide,,,,,,,,,Non,,,,2,0,,,,Amphétamine et dérivés,
3054,93,,,,,Translucide,,,,,,,,,Non,,,,1,0,,,,Amphétamine et dérivés,
3057,91,,,,,Translucide,,,,,,,,,Non,,,,ML1,0,,,,Amphétamine et dérivés,
3075,,,,,,Translucide,,,,,,,,,Non,,100,,VA,0,,,,Amphétamine et dérivés,
3084,,,,,,Translucide,,,,,,,,,Non,,99,,C1,0,,,,Amphétamine et dérivés,
3106,37,,Non,,,,Bleue,,,5.57,Autre,11.09,11.79,,Oui,536,,MONCLER,G8,,,Aucune,Demi,Amphétamine et dérivés,
3107,91,,,,,Translucide,,,,,,,,,Non,,,,1,0,,,,Amphétamine et dérivés,
3242,,,Oui,,,,Rose,Rose,,,Rectangulaire / Carré,,,,Oui,219.5,,red,21_100035,,,,,Amphétamine et dérivés,
3250,94.7,,,,,Blanc Cassé,,,,,,,,,Non,,,,10,0,,,,Amphétamine et dérivés,
3353,31.9,,Non,0,0,,Bleue,Bleue,,4.99,Polygonale,8.7,12.11,,Oui,430,,Tête de mort - the punisher,3221,,,Aucune,Demi,Amphétamine et dérivés,
3483,,,Non,,,,Rose,Rose,,5.6,Autre,11.2,11.2,,Non,503,,,21_100059,,,Aucune,Demi,Amphétamine et dérivés,
3484,,,Non,,,,Rose,Rose,,5.6,Autre,11.2,11.2,,Non,503,,,21_100060,,,Aucune,Demi,Amphétamine et dérivés,
3558,95.9,,,,,Beige,,,,,,,,,Non,,,,4,0,,,,Amphétamine et dérivés,
3595,20.2,,Non,,,,Vert,Vert,,5.02,Rectangulaire / Carré,7.12,12.18,,Oui,413,,munition - 9 mm,C11,,,Aucune,Demi,Amphétamine et dérivés,
3596,20.2,,Non,,,,Vert,Vert,,5.02,Rectangulaire / Carré,7.12,12.18,,Oui,413,,munition - 9 mm,C16,,,Aucune,Demi,Amphétamine et dérivés,
3597,20.2,,Non,,,,Vert,Vert,,5.02,Rectangulaire / Carré,7.12,12.18,,Oui,413,,munition - 9 mm,C27,,,Aucune,Demi,Amphétamine et dérivés,
3598,20.2,,Non,,,,Vert,Vert,,5.02,Rectangulaire / Carré,7.12,12.18,,Oui,413,,munition - 9 mm,C30,,,Aucune,Demi,Amphétamine et dérivés,
3599,20.2,,Non,,,,Vert,Vert,,5.02,Rectangulaire / Carré,7.12,12.18,,Oui,413,,munition - 9 mm,C35,,,Aucune,Demi,Amphétamine et dérivés,
3624,31,,Non,,,,Bleue,Bleue,,6,Autre,13.2,9.9,,Oui,463,,tête de mort (Punisher),1,,,Aucune,Aucune,Amphétamine et dérivés,
3625,43,,Non,,,,Vert,Vert,,4.3,Autre,11.7,11,,Non,365,,,2,,,Aucune,Aucune,Amphétamine et dérivés,
3626,42,,Non,,,,Rose,Rose,,5.2,Polygonale,10.4,7.6,,Oui,309,,casa de papel,3,,,Aucune,Aucune,Amphétamine et dérivés,
3627,34,,Non,,,,Violet,Violet,,4,Rectangulaire / Carré,12.3,7.2,,Oui,366,,xtc,4,,,Aucune,Aucune,Amphétamine et dérivés,
3634,,,Non,,,,Jaune,Jaune,,5,Triangulaire,12,11,,Oui,486,,TESLA,21_100116,,,Aucune,Demi,Amphétamine et dérivés,
3635,,,,,,Jaune,,,,,,,,,Non,,,,21_100118,0,,,,Amphétamine et dérivés,
3636,,,Oui,,,,Orange,Orange,,5,Polygonale,8,9,,Oui,301,,FANTA,21_100120,,,Aucune,Demi,Amphétamine et dérivés,
3640,,,,,,Blanche,,,,,,,,,Non,,,,21_100086,0,,,,Amphétamine et dérivés,
3822,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100132,,,Aucune,Aucune,Amphétamine et dérivés,
3823,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100133,,,Aucune,Aucune,Amphétamine et dérivés,
3824,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100134,,,Aucune,Aucune,Amphétamine et dérivés,
3825,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100135,,,Aucune,Aucune,Amphétamine et dérivés,
3826,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100136,,,Aucune,Aucune,Amphétamine et dérivés,
3827,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100137,,,Aucune,Aucune,Amphétamine et dérivés,
3828,,,Non,,,,Bleue,Bleue,,5.4,Polygonale,10.7,9.6,,Oui,479,,tête de mort qp,21_100138,,,Aucune,Aucune,Amphétamine et dérivés,
3892,26.3,,Oui,,,,Rose,Rose,,5.53,Autre,14.85,10.25,,Oui,522,,Tête de mort,10424,,,Aucune,Demi,Amphétamine et dérivés,
3995,,,,,,Beige,,,,,,,,,Non,,,,21_100224,0,,,,Amphétamine et dérivés,
3996,,,,,,Beige,,,,,,,,,Non,,,,21_100235,0,,,,Amphétamine et dérivés,
3998,,,,,,Blanc Cassé,,,,,,,,,Non,,,,21_100226,0,,,,Amphétamine et dérivés,
3999,,,Oui,,,,Violet,Violet,,4.8,Polygonale,14.8,11.1,,Non,480,,,21_100227,,,Aucune,Aucune,Amphétamine et dérivés,
4000,,,Oui,,,,Violet,Violet,,4.8,Polygonale,14.8,11.1,,Non,480,,,21_100236,,,Aucune,Aucune,Amphétamine et dérivés,
4001,,,Oui,,,,Rose,Rose,,4.3,Rectangulaire / Carré,,6.1,,Oui,176.6,,domino,21_100228,,,Demi,Demi,Amphétamine et dérivés,
4039,34.4,,Non,,0,,Bleue,Bleue,,4.81,Autre,13.18,13.14,,Oui,513,,Visage Heisenberg Breaking Bad,3BB,,,Aucune,Demi,Amphétamine et dérivés,
4040,34.4,,Non,,0,,Bleue,Bleue,,4.81,Autre,13.18,13.14,,Oui,513,,Visage Heisenberg Breaking Bad,3BT,,,Aucune,Demi,Amphétamine et dérivés,
4041,52.8,,Non,,,,Rose,Rose,9.62,4.78,Circulaire,,,,Oui,348,,Couronne rolex,3MB,,,Aucune,Demi,Amphétamine et dérivés,
4042,52.8,,Non,,,,Rose,Rose,9.62,4.78,Circulaire,,,,Oui,348,,Couronne rolex,3MT,,,Aucune,Demi,Amphétamine et dérivés,
4077,43.5,,Non,,,,Vert,Vert,,4.98,Rectangulaire / Carré,5.07,14.16,,Oui,418,,NASA,1,,,Aucune,Demi,Amphétamine et dérivés,
4078,38.8,,Non,,,,Autre,Autre,,5.16,Autre,10.16,10.53,,Oui,432.8,,ROUTE 66,1,,,Aucune,Aucune,Amphétamine et dérivés,
4375,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100346,,,Aucune,Aucune,Amphétamine et dérivés,
4376,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100347,,,Aucune,Aucune,Amphétamine et dérivés,
4377,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100348,,,Aucune,Aucune,Amphétamine et dérivés,
4378,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100349,,,Aucune,Aucune,Amphétamine et dérivés,
4379,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100350,,,Aucune,Aucune,Amphétamine et dérivés,
4380,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100351,,,Aucune,Aucune,Amphétamine et dérivés,
4381,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100352,,,Aucune,Aucune,Amphétamine et dérivés,
4382,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100353,,,Aucune,Aucune,Amphétamine et dérivés,
4383,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100354,,,Aucune,Aucune,Amphétamine et dérivés,
4384,,,Non,,,,Violet,Violet,,4.9,Polygonale,15.3,11.1,,Oui,502,,MAX F1,21_100355,,,Aucune,Aucune,Amphétamine et dérivés,
4420,23.9,,Non,,,,Vert,Vert,,5.58,Autre,11.14,11.5,,Oui,606,,grenouille,86-1,,,Aucune,Aucune,Amphétamine et dérivés,
4421,23.9,,Non,,,,Vert,Vert,,5.58,Autre,11.14,11.5,,Oui,606,,grenouille,86-2,,,Aucune,Aucune,Amphétamine et dérivés,
4422,23.9,,Non,,,,Vert,Vert,,5.58,Autre,11.14,11.5,,Oui,606,,grenouille,86-3,,,Aucune,Aucune,Amphétamine et dérivés,
4423,23.9,,Non,,,,Vert,Vert,,5.58,Autre,11.14,11.5,,Oui,606,,grenouille,86-4,,,Aucune,Aucune,Amphétamine et dérivés,
4424,23.9,,Non,,,,Vert,Vert,,5.58,Autre,11.14,11.5,,Oui,606,,grenouille,86-5,,,Aucune,Aucune,Amphétamine et dérivés,
4425,15.5,,Non,,,,Rose,Rose,,4.36,Rectangulaire / Carré,6.12,11.15,,Oui,329,,Supreme,87-1,,,Aucune,Demi,Amphétamine et dérivés,
4426,15.5,,Non,,,,Rose,Rose,,4.36,Rectangulaire / Carré,6.12,11.15,,Oui,329,,Supreme,87-2,,,Aucune,Demi,Amphétamine et dérivés,
4427,99.7,,,,,Beige,,,,,,,,,Non,,,,88,0,,,,Amphétamine et dérivés,
4491,22.9,,Non,,,,Rose,Rose,,5.64,Autre,14.17,10.16,,Oui,544,,tete de mort,5,,,Aucune,Demi,Amphétamine et dérivés,
4499,93.6,,,,,Beige,,,,,,,,,Non,,,,6,0,,,,Amphétamine et dérivés,
4525,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14460,,,Aucune,Demi,Amphétamine et dérivés,
4526,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14461,,,Aucune,Demi,Amphétamine et dérivés,
4527,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14462,,,Aucune,Demi,Amphétamine et dérivés,
4528,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14484,,,Aucune,Demi,Amphétamine et dérivés,
4529,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14485,,,Aucune,Demi,Amphétamine et dérivés,
4530,29.7,,Non,,,,Jaune,,,5.94,Autre,11.45,9.36,,Oui,471,,MASKASS,14486,,,Aucune,Demi,Amphétamine et dérivés,
4553,24.6,,Non,,,,Rose,,10.16,5.03,Circulaire,,,,Oui,398,,lambda V visage Gorgone Méduse,DM13,,,Aucune,Aucune,Amphétamine et dérivés,
4579,47.8,,,,,Beige,,,,,,,,,Non,,,,21_100400,0,,,,Amphétamine et dérivés,
4622,18,,,,,Grise,,,,,,,,,Non,,,,30,0,,,,Amphétamine et dérivés,
4631,85.1,,,,,Blanc Cassé,,,,,,,,,Non,,,,5LP,0,,,,Amphétamine et dérivés,
4731,,,,,,Translucide,,,,,,,,,Non,,82.3,,1-1,0,,,,Amphétamine et dérivés,
4732,,,,,,Translucide,,,,,,,,,Non,,82.8,,1-2,0,,,,Amphétamine et dérivés,
4808,,,Oui,,,,Vert,,,,Polygonale,,,,Non,207,,,21_100549,,,,,Amphétamine et dérivés,
4809,,,,,,Jaune,,,,,,,,,Non,,,,21_100550,0,,,,Amphétamine et dérivés,
4909,37.3,,Non,,,,Bleue,Bleue,,3.89,Autre,11.28,15.23,,Oui,467,,Tête animal - pokémon - mew shiny,S1-1,,,Aucune,Demi,Amphétamine et dérivés,
4910,37.3,,Non,,,,Bleue,Bleue,,3.89,Autre,11.28,15.23,,Oui,467,,Tête animal - pokémon - mew shiny,S1-2,,,Aucune,Demi,Amphétamine et dérivés,
4911,37.3,,Non,,,,Bleue,Bleue,,3.89,Autre,11.28,15.23,,Oui,467,,Tête animal - pokémon - mew shiny,S1-3,,,Aucune,Demi,Amphétamine et dérivés,
4912,37.3,,Non,,,,Bleue,Bleue,,3.89,Autre,11.28,15.23,,Oui,467,,Tête animal - pokémon - mew shiny,S1-4,,,Aucune,Demi,Amphétamine et dérivés,
4930,,,Non,,,,Jaune,Jaune,8,6.1,Circulaire,,,,Oui,413,,playboy,21_100563,,,Aucune,Demi,Amphétamine et dérivés,
4931,,,Non,,,,Rose,Rose,,5.9,Autre,8.2,11,,Oui,418,,animal,21_100564,,,Aucune,Demi,Amphétamine et dérivés,
4932,,,,,,Beige,,,,,,,,,Non,,,,21_100565,0,,,,Amphétamine et dérivés,
4981,93,,,,,Beige,,,,,,,,,Non,,,,16,0,,,,Amphétamine et dérivés,
4982,49,,Non,,,,Grise,Grise,,5.65,Autre,12.19,8.91,,Oui,454,,reaper,21-1,,,Aucune,Demi,Amphétamine et dérivés,
4983,49,,Non,,,,Grise,Grise,,5.65,Autre,12.19,8.91,,Oui,454,,reaper,21-2,,,Aucune,Demi,Amphétamine et dérivés,
4984,49,,Non,,,,Grise,Grise,,5.65,Autre,12.19,8.91,,Oui,454,,reaper,21-3,,,Aucune,Demi,Amphétamine et dérivés,
5025,57,,Non,,,,Grise,Grise,,6.1,Autre,12.12,9.18,,Oui,468,,crâne avec capuche Reaper,D2-1,,,Aucune,Demi,Amphétamine et dérivés,
5026,57,,Non,,,,Grise,Grise,,6.1,Autre,12.12,9.18,,Oui,468,,crâne avec capuche Reaper,D2-2,,,Aucune,Demi,Amphétamine et dérivés,
5034,43,,,,,Bleue,,,,,,,,,Non,,,,CA6,0,,,,Amphétamine et dérivés,
5035,43,,,,,Bleue,,,,,,,,,Non,,,,CA12,0,,,,Amphétamine et dérivés,
5055,32,,Non,,,,Orange,Orange,,3.25,Polygonale,11.58,13.08,,Oui,423.6,,Philipp Plein,F9-1,,,Aucune,Aucune,Amphétamine et dérivés,
5056,29,,Non,,,,Orange,Orange,,3.1,Polygonale,11.6,13.14,,Oui,376.7,,Philipp Plein,F9-2,,,Aucune,Aucune,Amphétamine et dérivés,
5072,97.6,,,,,Beige,,,,,,,,,Non,,,,7,0,,,,Amphétamine et dérivés,
5075,,,,,,Rose,,,,,,,,,Non,,,,21_100606,0,,,,Amphétamine et dérivés,
5077,81.6,,,,,Beige,,,,,,,,,Non,,,,DP1-1,0,,,,Amphétamine et dérivés,
5078,100,,,,,Beige,,,,,,,,,Non,,,,DP2,0,,,,Amphétamine et dérivés,
5079,98.9,,,,,Marron,,,,,,,,,Non,,,,DP3,0,,,,Amphétamine et dérivés,
5080,100,,,,,Blanc Cassé,,,,,,,,,Non,,,,DP5,0,,,,Amphétamine et dérivés,
5081,35.1,,,,,Bleue,,,,,,,,,Non,,,,DP8,0,,,,Amphétamine et dérivés,
5082,96,,,,,Blanc Cassé,,,,,,,,,Non,,,,S1-9,0,,,,Amphétamine et dérivés,
5083,26.2,,,,,Rose,,,,,,,,,Non,,,,S2-1,0,,,,Amphétamine et dérivés,
5084,94,,,,,Beige,,,,,,,,,Non,,,,S2-5,0,,,,Amphétamine et dérivés,
5085,92.7,,,,,Blanc Cassé,,,,,,,,,Non,,,,S2-9,0,,,,Amphétamine et dérivés,
5086,99.9,,,,,Blanche,,,,,,,,,Non,,,,B1,0,,,,Amphétamine et dérivés,
5087,0,,,,,Blanche,,,,,,,,,Non,,,,DP4,0,,,,Amphétamine et dérivés,
5088,0,,,,,Blanche,,,,,,,,,Non,,,,S2-13,0,,,,Amphétamine et dérivés,
5089,38,,Non,,,,Orange,Orange,,4.52,Rectangulaire / Carré,6.72,15.53,,Oui,431,,ALL STAR GAME NBA basketteur,DP1-2,,,Aucune,Aucune,Amphétamine et dérivés,
5091,40.3,,Non,,,,Rouge,Rouge,,4.44,Rectangulaire / Carré,6.74,15.51,,Oui,443,,ALL STAR GAME NBA basketteur,DP1-3,,,Aucune,Aucune,Amphétamine et dérivés,
5174,,,,14,86,Blanche,,,,,,,,,Non,,,,14719,0,,,,Amphétamine et dérivés,
5175,,,,14,86,Blanche,,,,,,,,,Non,,,,14720,0,,,,Amphétamine et dérivés,
5176,,,,14,86,Blanche,,,,,,,,,Non,,,,14721,0,,,,Amphétamine et dérivés,
5197,,,,,0,Rose,,,,,,,,,Non,,,,21_100609,0,,,,Amphétamine et dérivés,
5199,92.9,,,,,Beige,,,,,,,,,Non,,,,21_100611,0,,,,Amphétamine et dérivés,
5220,68,0,Non,,,,Orange,,,5.98,Triangulaire,10.6,10.8,,Oui,456,,Mitsubishi losanges,6-1,,,Aucune,Aucune,Amphétamine et dérivés,
5221,38,,Non,,,,Jaune,,,3.42,Autre,13.16,11.08,,Oui,441,,FCB football club barcelone 250,6-2,,,Aucune,Aucune,Amphétamine et dérivés,
5222,38,,Non,,,,Jaune,,,3.42,Autre,13.16,11.08,,Oui,441,,FCB football club barcelone 250,6-3,,,Aucune,Aucune,Amphétamine et dérivés,
