id,abime,cannabidiol,cannabinol,couleur,delta9_tetrahydrocannabinol,epaisseur,etiquette,hauteur,largeur,longueur,masse,presentation,taux_cbd,taux_cbn,visqueux
10143,False,0,0,,30,28.6,True,0,47.3,103.4,99.1,Plaquette,1.8,0.9,False
10147,False,0,0,,11.4,0,False,0,0,0,0,Morceaux,1.9,2,False
10160,False,0,0,,30.2,0,False,0,0,0,0,Morceaux,1.5,1.4,False
10161,False,0,0,,30.2,0,False,0,0,0,0,Morceaux,1.5,1.4,False
10162,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
10164,False,0,0,,0,0,False,0,0,0,0,Débris végétaux,4.2,0,False
10165,False,0,0,,0,0,False,0,0,0,0,Sommités,3.3,0,False
10166,False,0,0,Beige,0,0,False,0,0,0,0,,91.3,0,False
10197,False,0,0,,40,0,False,0,0,0,0,Morceaux,1,1.1,False
10198,False,0,0,,40,0,False,0,0,0,0,Morceaux,1,1.1,False
10199,False,0,0,,40,0,False,0,0,0,0,Morceaux,1,1.1,False
10200,False,0,0,,34,0,False,0,0,0,0,Morceaux,1.6,1.2,False
10201,False,0,0,,35,0,True,0,0,0,0,Morceaux,1.5,1.3,False
10202,False,0,0,,35,0,True,0,0,0,0,Morceaux,1.6,1.2,False
10203,False,0,0,,24,0,False,0,0,0,0,Sommités,0,0,False
10204,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
10205,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
10206,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
10207,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
10208,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
10230,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10231,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10232,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10233,False,0,0,,25.9,0,False,0,0,0,0,Morceaux,2.1,1.7,False
10240,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10241,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10242,False,0,0,,34.1,0,False,0,0,0,0,Morceaux,1.2,1.2,False
10248,False,0,0,,17.8,0,False,0,0,0,0,Morceaux,2,1.4,False
10249,False,0,0,,17.8,0,False,0,0,0,0,Morceaux,2,1.4,False
10255,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10256,False,0,0,,18,0,False,0,0,0,0,Morceaux,2,1.4,False
10258,False,0,0,,39.4,0,True,0,0,0,0,Morceaux,1.3,1.3,False
10259,False,0,0,,26.3,0,True,0,0,0,0,Morceaux,2.2,1.6,False
10260,False,0,0,,25.7,0,True,0,0,0,0,Morceaux,2.1,1.7,False
10263,False,0,0,,0.3,0,False,0,0,0,0,Sommités,10.8,0,False
10266,False,0,0,,26,26,True,0,52,93,97.2,Plaquette,2.2,1.5,False
10267,False,0,0,,26,26,True,0,52,93,97.2,Plaquette,2.2,1.5,False
10268,False,0,0,,26,26,True,0,52,93,97.2,Plaquette,2.2,1.5,False
10269,False,0,0,,13.8,0,False,0,0,0,0,Sommités,0,0,False
10270,False,0,0,,30.4,0,False,0,0,0,0,Morceaux,1.7,1.2,False
10272,False,0,0,,24.7,0,False,0,0,0,0,Morceaux,2.5,0.8,False
10273,False,0,0,,24.7,0,False,0,0,0,0,Morceaux,2.5,0.8,False
10274,False,0,0,,24.7,0,False,0,0,0,0,Morceaux,2.5,0.8,False
10275,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10276,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10277,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10278,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10279,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10280,False,0,0,,17,0,False,0,0,0,0,Morceaux,2,1.2,False
10281,False,0,0,,28.6,18,False,0,0,38,0,Ovule,1.7,1.1,False
10284,False,0,0,,17.2,0,False,0,0,0,0,Morceaux,1.9,1.4,False
10286,False,0,0,,17.5,0,False,0,0,0,0,Morceaux,1.9,1.3,False
10292,False,0,0,,13.1,0,False,0,0,0,0,Sommités,0,0,False
10294,False,0,0,,26.2,0,False,0,0,0,0,Morceaux,2.2,1.8,False
10295,False,0,0,,26.2,0,False,0,0,0,0,Morceaux,2.2,1.8,False
10298,False,0,0,,38.1,21,False,0,0,39,0,Ovule,2.2,1.2,False
10299,False,0,0,,37.7,20,True,0,0,40,0,Ovule,2.3,1.1,False
10301,False,0,0,,32.6,0,False,0,0,0,0,Morceaux,0,1.1,False
10302,False,0,0,,39.8,0,False,0,0,0,0,Morceaux,1.3,1.1,False
10366,False,0,0,,0.6,0,False,0,0,0,0,Sommités,12.3,0,False
10367,False,0,0,,16,0,False,0,0,0,0,Sommités,0.1,0.5,False
10368,False,0,0,,0.5,0,False,0,0,0,0,Morceaux,19.5,0.1,False
10369,False,0,0,,9.4,0,False,0,0,0,0,Sommités,0,0.4,False
10381,False,0,0,,0.5,0,False,0,0,0,0,Sommités,17.8,0,False
10382,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0.6,False
10383,False,0,0,,14.5,0,False,0,0,0,0,Sommités,0,0.7,False
10384,False,0,0,,0.6,0,False,0,0,0,0,Sommités,13.5,0,False
10385,False,0,0,,0.6,0,False,0,0,0,0,Sommités,13.5,0,False
10386,False,0,0,,31.3,16.9,False,0,57,95.8,92,Plaquette,1.8,1.8,False
10387,False,0,0,,31.3,16.9,False,0,57,95.8,92,Plaquette,1.8,1.8,False
10402,False,0,0,,3.7,18.5,False,0,57.4,95.9,93.3,Plaquette,1.8,9.7,False
10422,False,0,0,,1.8,0,False,0,0,0,0,Sommités,10.7,0,False
10423,False,0,0,,28.1,26,True,0,54,0,45.8,Plaquette,1.4,1.1,False
10424,False,0,0,,28.5,0,False,0,0,0,0,Morceaux,1.5,0,False
10433,False,0,0,,13.9,0,False,0,0,0,0,Sommités,0,0,False
10434,False,0,0,,31.3,0,False,0,0,0,0,Morceaux,1.3,0,False
10435,False,0,0,,13.2,0,False,0,0,0,0,Sommités,0,0,False
10448,False,0,0,,20.3,0,False,0,0,0,0,Sommités,0,0,False
10449,False,0,0,,20.3,0,False,0,0,0,0,Sommités,0,0,False
10450,False,0,0,,20.3,0,False,0,0,0,0,Sommités,0,0,False
10451,False,0,0,,20.3,0,False,0,0,0,0,Sommités,0,0,False
10452,False,0,0,,23.4,0,False,0,0,0,0,Sommités,0,0,False
10453,False,0,0,Vert,0,0,False,0,0,0,0,,1.5,0,False
10454,False,0,0,Blanche,0.1,0,False,0,0,0,0,,89.1,0,False
10459,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.4,0,False
10460,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.4,0,False
10461,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.4,0,False
10462,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.4,0,False
10463,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.4,0,False
10464,False,0,0,,0.5,0,False,0,0,0,0,Sommités,16.1,0,False
10465,False,0,0,,0.5,0,False,0,0,0,0,Sommités,13.5,0,False
10466,False,0,0,,0.5,0,False,0,0,0,0,Sommités,13.5,0,False
10467,False,0,0,,0.5,0,False,0,0,0,0,Sommités,13.5,0,False
10468,False,0,0,,0.5,0,False,0,0,0,0,Sommités,13.5,0,False
10469,False,0,0,,0.4,0,False,0,0,0,0,Sommités,14.8,0.2,False
10470,False,0,0,,0.7,0,False,0,0,0,0,Sommités,18.3,0.1,False
10471,False,0,0,,0.7,0,False,0,0,0,0,Sommités,18.3,0.1,False
10472,False,0,0,,0.3,0,False,0,0,0,0,Sommités,11.9,0.1,False
10505,False,0,0,,0.4,23,True,0,53,100,98.1,Plaquette,12.1,0,False
10506,False,0,0,,0.4,23,True,0,53,100,98.1,Plaquette,12.1,0,False
10507,False,0,0,,30.8,0,False,0,0,0,0,Morceaux,1.3,0,False
10508,False,0,0,,30.8,0,False,0,0,0,0,Morceaux,1.3,0,False
10509,False,0,0,,30.8,0,False,0,0,0,0,Morceaux,1.3,0,False
10515,False,0,0,Rouge,0,0,False,0,0,0,0,,0,0,True
10516,False,0,0,,0.5,0,False,0,0,0,0,Sommités,11.9,0,False
10517,False,0,0,,0,0,False,0,0,0,0,Morceaux,2.4,0,False
10523,False,0,0,,1.1,0,False,0,0,0,0,Sommités,21.4,0,False
10524,False,0,0,,0.2,0,False,0,0,0,0,Morceaux,15.1,0,False
10525,False,0,0,,0.2,0,False,0,0,0,0,Morceaux,15.1,0,False
10526,False,0,0,,0.2,0,False,0,0,0,0,Morceaux,15.1,0,False
10527,False,0,0,,0.2,0,False,0,0,0,0,Morceaux,15.1,0,False
10528,False,0,0,,0.2,0,False,0,0,0,0,Morceaux,56.7,0,False
10529,False,0,0,Multicolore,0.2,0,False,0,0,0,0,,87.8,0,False
10530,False,0,0,Jaune,0,0,False,0,0,0,0,,0,0,False
10531,False,0,0,Jaune,0,0,False,0,0,0,0,,0,0,False
10532,False,0,0,Jaune,0,0,False,0,0,0,0,,0,0,False
10536,False,0,0,,12,0,False,0,0,0,0,Morceaux,2,3,False
10544,False,0,0,,0.4,0,False,0,0,0,0,Objet,0,0,False
10545,False,0,0,,5.3,0,False,0,0,0,0,Plantes,0,0,False
10546,False,0,0,,9,0,False,0,0,0,0,Plantes,0,0,False
10547,False,0,0,,6.6,0,False,0,0,0,0,Plantes,0,0,False
10548,False,0,0,,5.8,0,False,0,0,0,0,Plantes,0,0,False
10549,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10550,False,0,0,,7.6,0,False,0,0,0,0,Plantes,0,0,False
10551,False,0,0,,6.9,0,False,0,0,0,0,Plantes,0,0,False
10552,False,0,0,,5.9,0,False,0,0,0,0,Plantes,0,0,False
10553,False,0,0,,30,27,True,0,54,99,95.951,Plaquette,1,0,False
10554,False,0,0,,31,28,True,0,50,98,96.105,Plaquette,1,0,False
10555,False,0,0,,29.7,23,True,0,59,101,98.4,Plaquette,1.6,0,False
10556,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
10557,False,0,0,,34.5,0,True,0,0,0,0,Autre,1.5,0,False
10558,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
10559,False,0,0,,28,0,False,0,0,0,0,Morceaux,1,0,False
10561,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
10562,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
10563,False,0,0,,27.5,0,False,0,0,0,0,Morceaux,0,2.5,False
10568,False,0,0,,25.4,22,True,0,58,107,95.4,Plaquette,1.6,1.4,False
10569,False,0,0,,25.4,22,True,0,58,107,95.4,Plaquette,1.6,1.4,False
10570,False,0,0,,25.4,22,True,0,58,107,95.4,Plaquette,1.6,1.4,False
10571,False,0,0,,25.4,22,True,0,58,107,95.4,Plaquette,1.6,1.4,False
10572,False,0,0,,25.4,22,True,0,58,107,95.4,Plaquette,1.6,1.4,False
10573,False,0,0,,32.2,25,True,0,56,98,95,Plaquette,0,1.6,False
10574,False,0,0,,28.6,23,True,0,62,98,94,Plaquette,1.7,1.5,False
10575,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10576,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10577,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10578,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10579,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10580,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10581,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10582,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10583,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10584,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10585,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10586,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10587,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
10605,False,0,0,,11.6,0,False,0,0,0,0,Sommités,0,0,False
10606,False,0,0,,11.6,0,False,0,0,0,0,Sommités,0,0,False
10607,False,0,0,,29.5,0,False,0,0,0,0,Morceaux,1.4,1.5,False
10608,False,0,0,,17.6,0,False,0,0,0,0,Sommités,0.3,0.1,False
10609,False,0,0,,17.6,0,False,0,0,0,0,Sommités,0.3,0.1,False
10610,False,0,0,,14.1,0,False,0,0,0,0,Débris végétaux,0.3,0.1,False
10617,False,0,0,,25.2,29,True,0,53,90,96.2,Plaquette,1.3,2.1,False
10618,False,0,0,,25.2,29,True,0,53,90,96.2,Plaquette,1.3,2.1,False
10619,False,0,0,,27.5,0,False,0,0,0,0,Morceaux,1.1,1.5,False
10622,False,0,0,,25.7,27,True,0,53,110,97,Plaquette,1.6,2.1,False
10623,False,0,0,,17,20,True,0,53,101,93.9,Plaquette,2,5.3,False
10630,False,0,0,,41.8,0,False,0,0,0,0,Morceaux,0.6,0.6,False
10631,False,0,0,,28.5,0,False,0,0,0,0,Morceaux,1.4,0,False
10632,False,0,0,,28.5,0,False,0,0,0,0,Morceaux,1.4,0,False
10633,False,0,0,,17.1,0,False,0,0,0,0,Sommités,0,0.1,False
10634,False,0,0,,39,34.3,True,0,42.6,105.6,100.7,Plaquette,1.3,0.4,False
10635,False,0,0,,39,34.3,True,0,42.6,105.6,100.7,Plaquette,1.3,0.4,False
10636,False,0,0,,37,26.6,True,0,49.2,100.7,100.6,Plaquette,1.1,0.4,False
10637,False,0,0,,37,26.6,True,0,49.2,100.7,100.6,Plaquette,1.1,0.4,False
10638,False,0,0,,38,35.8,True,0,44.3,99.1,99.8,Plaquette,1.3,0.4,False
10639,False,0,0,,38,35.8,True,0,44.3,99.1,99.8,Plaquette,1.3,0.4,False
10640,False,0,0,,38,33.1,True,0,42.9,106.6,100.6,Plaquette,1,0.4,False
10641,False,0,0,,38,33.1,True,0,42.9,106.6,100.6,Plaquette,1,0.4,False
10642,False,0,0,,37,29.6,True,0,46.9,105.6,99.4,Plaquette,1,0.4,False
10643,False,0,0,,37,29.6,True,0,46.9,105.6,99.4,Plaquette,1,0.4,False
10644,False,0,0,,16.5,0,False,0,0,0,0,Morceaux,2,2.1,False
10645,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10646,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10647,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10648,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10649,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10650,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10651,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10652,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10653,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10654,False,0,0,,36,22.1,True,0,53.3,117.4,10.2,Plaquette,0.9,0.4,False
10658,False,0,0,,14,0,False,0,0,0,0,Plantes,0,0,False
10659,False,0,0,,14,0,False,0,0,0,0,Plantes,0,0,False
10660,False,0,0,,14,0,False,0,0,0,0,Plantes,0,0,False
10661,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10662,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10663,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10664,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10665,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10666,False,0,0,,8,0,False,0,0,0,0,Plantes,0,0,False
10679,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
10680,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
10681,False,0,0,,23.7,0,False,0,0,0,0,Morceaux,2.4,1.7,False
10682,False,0,0,,24.7,0,False,0,0,0,0,Morceaux,2.4,1.5,False
10683,False,0,0,,11.3,0,False,0,0,0,0,Sommités,0,0,False
10684,False,0,0,,20.9,0,False,0,0,0,0,Sommités,0,0,False
10685,False,0,0,,33.4,0,False,0,0,0,0,Morceaux,1.4,1.4,False
10686,False,0,0,,33.4,0,False,0,0,0,0,Morceaux,1.4,1.4,False
10687,False,0,0,,33.4,0,False,0,0,0,0,Morceaux,1.4,1.4,False
10690,False,0,0,,30,0,False,0,0,0,0,Morceaux,2,1,False
10691,False,0,0,,29,0,False,0,0,0,0,Morceaux,2,1,False
10693,False,0,0,,24,0,False,0,0,0,0,Morceaux,2,2,False
10703,False,0,0,,30,31,True,0,53,86,96.3,Plaquette,1.7,1.1,False
10704,False,0,0,,30,31,True,0,53,86,96.3,Plaquette,1.7,1.1,False
10705,False,0,0,,30,31,True,0,53,86,96.3,Plaquette,1.7,1.1,False
10706,False,0,0,,30,31,True,0,53,86,96.3,Plaquette,1.7,1.1,False
10707,False,0,0,,30,31,True,0,53,86,96.3,Plaquette,1.7,1.1,False
10708,False,0,0,,29.4,26,False,0,59,86,95.9,Plaquette,1.2,2,False
10710,False,0,0,,23.5,27,True,0,52,0,49.8,Plaquette,2.1,1.1,False
10711,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10712,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10713,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10714,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10715,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10716,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10717,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10718,False,0,0,,29,30,True,0,55.5,85.3,98.5,Plaquette,1,1.5,False
10719,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10720,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10721,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10722,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10723,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10724,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10725,False,0,0,,33,33,False,0,54,82.3,95.8,Plaquette,1.8,1,False
10726,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10727,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10728,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10729,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10730,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10731,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10732,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10733,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10734,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10735,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10736,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10737,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10738,False,0,0,,32,26.9,True,0,60.5,91,96.4,Plaquette,1.4,0.9,False
10739,False,0,0,,11.2,0,False,0,0,0,0,Sommités,0,0,False
10740,False,0,0,,17.1,0,False,0,0,0,0,Sommités,0,0,False
10741,False,0,0,,10.7,0,False,0,0,0,0,Sommités,0,0,False
10750,False,0,0,,36,25.2,True,0,57.1,91.9,92.88,Plaquette,0.9,1.1,False
10751,False,0,0,,36,25.2,True,0,57.1,91.9,92.88,Plaquette,0.9,1.1,False
10752,False,0,0,,27,33.5,True,0,59.5,70.6,96.51,Plaquette,1.2,0.8,False
10753,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
10754,False,0,0,,21,0,False,0,0,0,0,Sommités,0,0,False
10755,False,0,0,,2,0,False,0,0,0,0,Débris végétaux,0,0,False
10756,False,0,0,,1,0,False,0,0,0,0,Débris végétaux,0,0,False
10757,False,0,0,,1,0,False,0,0,0,0,Débris végétaux,0,0,False
10763,False,0,0,,27.5,0,True,0,0,0,0,Morceaux,0,0,False
10764,False,0,0,,29.8,29,True,0,55,97,96.5,Plaquette,1.6,1.2,False
10765,False,0,0,,22.2,26,True,0,51,85,96.2,Plaquette,2.4,1.5,False
10766,False,0,0,,13.8,0,False,0,0,0,0,Morceaux,8,0,False
10767,False,0,0,,13.8,0,False,0,0,0,0,Morceaux,8,0,False
10771,False,0,0,,29,28,True,0,57,102,96.1,Plaquette,1.4,1.5,False
10772,False,0,0,,22.2,31,True,0,58,100,98.5,Plaquette,1.5,1.1,False
10773,False,0,0,,22.2,31,True,0,58,100,98.5,Plaquette,1.5,1.1,False
10780,False,0,0,,24.5,23,True,0,58,103,93.5,Plaquette,1.4,1.5,False
10781,False,0,0,,24.5,25,True,0,56,98,96.7,Plaquette,1.3,1.4,False
10786,False,0,0,,19.3,0,False,0,0,0,0,Sommités,0,0,False
10796,False,0,0,,31.3,0,False,0,0,0,0,Morceaux,1.3,1.3,False
10797,False,0,0,,27,0,False,0,0,0,0,Morceaux,2.4,1,False
10798,False,0,0,,34.9,0,False,0,0,0,0,Morceaux,1.1,0.9,False
10806,False,0,0,,18.2,0,False,0,0,0,0,Sommités,0,0,False
10807,False,0,0,,31.3,0,False,0,0,0,0,Morceaux,1.2,1.2,False
10809,False,0,0,,28.6,28,True,0,49,99,99.7,Plaquette,1.6,0.9,False
10810,False,0,0,,34.7,22,True,0,52,99,95.9,Plaquette,1.2,0.8,False
10811,False,0,0,,34,25,True,0,49,98,96.2,Plaquette,1.3,0.8,False
10812,False,0,0,,15.5,0,False,0,0,0,0,Débris végétaux,0,0.2,False
10813,False,0,0,,29.9,0,False,0,0,0,0,Morceaux,1.7,0.9,False
10821,False,0,0,,25.7,28,True,0,52,90,96.5,Plaquette,1.9,1.4,False
10822,False,0,0,,16.4,0,False,0,0,0,0,Sommités,0,0,False
10823,False,0,0,,17.9,20,True,0,55,104,96.7,Plaquette,2,4.4,False
10824,False,0,0,,21.6,20,True,0,59,106,95.9,Plaquette,1.6,2.8,False
10825,False,0,0,,20.5,22,True,0,55,102,95.9,Plaquette,1.8,3.1,False
10826,False,0,0,,21.4,21,True,0,54,107,96.3,Plaquette,1.8,2.9,False
10827,False,0,0,,21.8,0,False,0,0,0,0,Morceaux,1.3,4.8,False
10828,False,0,0,,21.8,0,False,0,0,0,0,Morceaux,1.3,4.8,False
10829,False,0,0,,6.4,0,False,0,0,0,0,Morceaux,6.4,1.8,False
10830,False,0,0,,0.6,0,False,0,0,0,0,Morceaux,16.3,0,False
10831,False,0,0,,0.6,0,False,0,0,0,0,Morceaux,16.3,0,False
10854,False,0,0,,47,0,False,0,0,0,0,Morceaux,0,1.1,False
10855,False,0,0,,35,0,False,0,0,0,0,Morceaux,1.2,0.8,False
10856,False,0,0,,34,0,False,0,0,0,0,Morceaux,1.7,1.1,False
10857,False,0,0,,34,0,False,0,0,0,0,Morceaux,1.7,1.1,False
10858,False,0,0,,34,0,False,0,0,0,0,Morceaux,1.7,1.1,False
10859,False,0,0,,31,0,False,0,0,0,0,Morceaux,1.1,3.3,False
10860,False,0,0,,31,0,False,0,0,0,0,Morceaux,1.1,3.3,False
10861,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
10862,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
10863,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
10864,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
10865,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
10866,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
10867,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
10869,False,0,0,,17,0,False,0,0,0,0,Morceaux,1.3,4.8,False
10870,False,0,0,,18,0,False,0,0,0,0,Morceaux,1,6.2,False
10871,False,0,0,,18,0,False,0,0,0,0,Morceaux,1,6.2,False
10872,False,0,0,,18,0,False,0,0,0,0,Morceaux,1,6.2,False
10873,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
10874,False,0,0,,22,0,False,0,0,0,0,Sommités,0,0,False
10875,False,0,0,,0,0,False,0,0,0,0,Sommités,15,0,False
10876,False,0,0,,0,0,False,0,0,0,0,Sommités,15,0,False
10877,False,0,0,,0,0,False,0,0,0,0,Sommités,15,0,False
10878,False,0,0,,0,0,False,0,0,0,0,Sommités,15,0,False
10879,False,0,0,,0,0,False,0,0,0,0,Sommités,15,0,False
10881,False,0,0,,10,0,False,0,0,0,0,Sommités,0,0,False
10884,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
10885,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
10886,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
10887,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
10888,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
10889,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
10890,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
10891,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
10892,False,0,0,,23,23,True,0,57,109,99.9,Plaquette,1.2,0.7,False
10893,False,0,0,,23,23,True,0,51,111,100.1,Plaquette,1,0.8,False
10894,False,0,0,,25,22,True,0,59,109,99.8,Plaquette,1,0.9,False
10895,False,0,0,,23,23,True,0,59,107,101.2,Plaquette,1.1,0.8,False
10896,False,0,0,,24,21,True,0,59,111,99.8,Plaquette,1.1,0.8,False
10900,False,0,0,,32.9,18,False,0,0,44,0,Ovule,1.2,0,False
10901,False,0,0,,39.4,0,False,0,0,0,0,Autre,0,0,False
10902,False,0,0,,32.8,0,False,0,0,0,0,Morceaux,1.2,0,False
10903,False,0,0,,28.2,25,True,0,57,0,49.2,Plaquette,1.6,1.3,False
10904,False,0,0,,16.1,0,False,0,0,0,0,Sommités,0,0,False
10905,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
10906,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
10907,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
10928,False,0,0,,17.3,0,False,0,0,0,0,Sommités,0,0,False
10929,False,0,0,,9.8,0,False,0,0,0,0,Sommités,0,0,False
10930,False,0,0,,20.7,0,False,0,0,0,0,Sommités,0,0,False
10931,False,0,0,,0,0,False,0,0,0,0,Sommités,3.5,0,False
10932,False,0,0,,33.6,0,False,0,0,0,0,Morceaux,0.9,0.6,False
10939,False,0,0,,0,0,False,0,0,0,0,Sommités,10.1,0,False
10951,False,0,0,,32,0,False,0,0,0,0,Morceaux,2,1,False
10952,False,0,0,,32,0,False,0,0,0,0,Morceaux,2,1,False
10953,False,0,0,,31,0,False,0,0,0,0,Morceaux,2,1,False
10954,False,0,0,,32,0,False,0,0,0,0,Morceaux,2,2,False
